Started Log File:     logs/MMTK 2022-09-18 21-38-07-COM6.txt
Data Source:     COM6

NEW_DATA	SPEED	POSITION	LOADCELL	FEEDBACK_COUNT	STATE	ESTOP	STALL	DIRECTION	INPUT_VOLTAGE	BT_FWD	BT_BAK	BT_TARE	BT_START	BT_AUX
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.05	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.05	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.05	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.05	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.05	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.05	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.05	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
1	1000	0.00	0.06	100	3	0	0	0	4.22	1	1	1	1	1	
